,Fecha de Inscripción,Género,Distrito,Tramos de Edad,Nacionalidad,Objetivo Profesional 1
3639,mar-21,Hombre,Fuencarral-el Pardo,Menor de 25 años,Española,Ayudantes de cocina
3647,mar-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Programadores informáticos
3650,mar-21,Mujer,Villaverde,Entre 36 y 45 años,Extracomunitaria,Operadores de telemarketing
3654,mar-21,Mujer,San Blas,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
3657,mar-21,Hombre,Villa De Vallecas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
3668,mar-21,Hombre,Villa De Vallecas,Menor de 25 años,Extracomunitaria,Peluqueros
3669,mar-21,Mujer,Moratalaz,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
3670,mar-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
3672,mar-21,Mujer,Ciudad Lineal,Menor de 25 años,Española,Preparadores de comidas rápidas
3675,mar-21,Mujer,Fuencarral-el Pardo,Entre 36 y 45 años,Española,Ayudantes de cocina
3676,mar-21,Mujer,Villa De Vallecas,Entre 46 y 55 años,Comunitaria,Ayudantes de cocina
3678,mar-21,Hombre,Chamartín,Menor de 25 años,Española,Programadores informáticos
3679,mar-21,Mujer,Hortaleza,Entre 36 y 45 años,Española,Empleados de contabilidad
3686,mar-21,Mujer,Carabanchel,Entre 46 y 55 años,Española,Técnicos de emergencias sanitarias
3689,mar-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Española,Operadores de telemarketing
3693,mar-21,Mujer,Usera,Entre 36 y 45 años,Extracomunitaria,Recepcionistas de hoteles
3694,mar-21,Hombre,Carabanchel,Entre 56 y 65 años,Española,Empleados de contabilidad
3697,mar-21,Hombre,Latina,Entre 46 y 55 años,Española,Ayudantes de cocina
3714,mar-21,Mujer,Usera,Entre 26 y 35 años,Española,Auxiliares de enfermería hospitalaria
3716,mar-21,Mujer,Carabanchel,Entre 36 y 45 años,Extracomunitaria,Operadores de telemarketing
3717,mar-21,Mujer,Hortaleza,Entre 36 y 45 años,Española,Técnicos de emergencias sanitarias
3719,mar-21,Mujer,Carabanchel,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
3721,mar-21,Hombre,Moratalaz,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
3723,mar-21,Mujer,Hortaleza,Entre 26 y 35 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
3724,mar-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
3730,mar-21,Mujer,Latina,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
3735,mar-21,Mujer,Hortaleza,Entre 26 y 35 años,Española,Peluqueros
3736,mar-21,Mujer,Carabanchel,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
3746,mar-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
3758,mar-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Mantenedores de edificios
3763,mar-21,Hombre,San Blas,Entre 56 y 65 años,Española,Mantenedores de edificios
3765,mar-21,Mujer,Usera,Entre 46 y 55 años,Española,Peluqueros
3766,mar-21,Mujer,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
3772,mar-21,Mujer,Centro,Entre 36 y 45 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
3773,mar-21,Hombre,Villa De Vallecas,Menor de 25 años,Española,Asistentes de dirección y administrativos
3774,mar-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Española,"Especialistas en tratamientos de estética, bienestar y afines"
3775,mar-21,Mujer,Fuencarral-el Pardo,Entre 36 y 45 años,Comunitaria,Asistentes de dirección y administrativos
3776,mar-21,Mujer,Arganzuela,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
3778,mar-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
3794,mar-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
3800,mar-21,Mujer,Ciudad Lineal,Entre 26 y 35 años,Española,Ayudantes de cocina
3802,mar-21,Mujer,Salamanca,Entre 46 y 55 años,Española,Ayudantes de cocina
3804,mar-21,Mujer,Salamanca,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
3805,mar-21,Mujer,Centro,Entre 46 y 55 años,Extracomunitaria,Empleados de agencias de viajes
3806,mar-21,Mujer,Puente De Vallecas,Menor de 25 años,Extracomunitaria,Ayudantes de cocina
3807,mar-21,Hombre,Centro,Entre 36 y 45 años,Española,Ayudantes de cocina
3808,mar-21,Mujer,Centro,Entre 46 y 55 años,Española,Técnicos de grabación audiovisual
3813,mar-21,Mujer,Hortaleza,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
3818,mar-21,Hombre,Puente De Vallecas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
3819,mar-21,Mujer,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
3827,mar-21,Hombre,Latina,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
3836,mar-21,Hombre,Salamanca,Entre 46 y 55 años,Española,Ayudantes de cocina
3842,mar-21,Hombre,Villa De Vallecas,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
3844,mar-21,Hombre,Latina,Menor de 25 años,Extracomunitaria,Ayudantes de cocina
3846,mar-21,Mujer,Centro,Entre 36 y 45 años,Española,Auxiliares de enfermería hospitalaria
3849,mar-21,Mujer,Villaverde,Entre 36 y 45 años,Española,Auxiliares de enfermería hospitalaria
3851,mar-21,Mujer,Usera,Entre 26 y 35 años,Extracomunitaria,Empleados de contabilidad
3858,mar-21,Mujer,Moncloa-aravaca,Entre 46 y 55 años,Española,Ayudantes de cocina
3863,mar-21,Hombre,Villaverde,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
3866,mar-21,Hombre,Latina,Entre 56 y 65 años,Española,Ayudantes de cocina
3869,mar-21,Mujer,Centro,Entre 56 y 65 años,Extracomunitaria,Jefes de sección de tiendas y almacenes
3873,mar-21,Hombre,Otro Municipio,Entre 36 y 45 años,Española,Bañistas-socorristas
3875,mar-21,Mujer,Moncloa-aravaca,Entre 26 y 35 años,Española,Ayudantes de cocina
3880,mar-21,Mujer,Villaverde,Menor de 25 años,Española,Bañistas-socorristas
3883,mar-21,Mujer,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
3889,mar-21,Mujer,Otro Municipio,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
3910,abr-21,Mujer,Carabanchel,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
3916,abr-21,Mujer,Villaverde,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
3921,abr-21,Hombre,Latina,Menor de 25 años,Española,Vendedores en tiendas y almacenes
3923,abr-21,Mujer,Vicálvaro,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
3924,abr-21,Mujer,Latina,Entre 46 y 55 años,Extracomunitaria,Asistentes de dirección y administrativos
3926,abr-21,Mujer,Villa De Vallecas,Entre 36 y 45 años,Española,Economistas
3927,abr-21,Mujer,Chamberí,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
3930,abr-21,Hombre,San Blas,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
3934,abr-21,Mujer,Villa De Vallecas,Entre 26 y 35 años,Española,Empleados de control de personal y nóminas
3942,mar-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Bañistas-socorristas
3950,mar-21,Hombre,Puente De Vallecas,Entre 26 y 35 años,Española,Bañistas-socorristas
3951,mar-21,Hombre,Chamartín,Menor de 25 años,Española,Bañistas-socorristas
3952,mar-21,Mujer,Usera,Menor de 25 años,Española,Bañistas-socorristas
3953,mar-21,Hombre,Otro Municipio,Menor de 25 años,Española,Bañistas-socorristas
3959,mar-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Española,Auxiliares de enfermería hospitalaria
3962,mar-21,Hombre,San Blas,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
3963,mar-21,Mujer,Vicálvaro,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
3964,mar-21,Mujer,Centro,Entre 26 y 35 años,Española,Operadores de telemarketing
3967,mar-21,Mujer,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Peluqueros
3968,mar-21,Mujer,Chamartín,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
3976,mar-21,Hombre,Vicálvaro,Menor de 25 años,Española,Asistentes de dirección y administrativos
3978,mar-21,Mujer,Arganzuela,Entre 36 y 45 años,Extracomunitaria,Operadores de máquinas de coser y bordar
3979,mar-21,Mujer,Latina,Entre 26 y 35 años,Española,Auxiliares de enfermería hospitalaria
3982,mar-21,Mujer,Usera,Entre 56 y 65 años,Española,Empleados de contabilidad
3983,mar-21,Mujer,Puente De Vallecas,Entre 46 y 55 años,Extracomunitaria,Peluqueros
3984,mar-21,Hombre,Vicálvaro,Entre 56 y 65 años,Española,Empleados de contabilidad
3988,mar-21,Hombre,Barajas,Entre 36 y 45 años,Española,Bañistas-socorristas
3992,mar-21,Mujer,Otro Municipio,Menor de 25 años,Española,Asistentes de dirección y administrativos
3996,mar-21,Mujer,Villaverde,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
4004,mar-21,Mujer,Latina,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
4009,mar-21,Mujer,Carabanchel,Entre 56 y 65 años,Española,Auxiliares de enfermería hospitalaria
4010,mar-21,Hombre,Salamanca,Menor de 25 años,Española,Técnicos de grabación audiovisual
4012,mar-21,Hombre,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
4018,mar-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Española,Profesionales de la publicidad y la comercialización
4022,mar-21,Hombre,Vicálvaro,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
4025,mar-21,Mujer,Usera,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
4029,mar-21,Mujer,Villa De Vallecas,Entre 36 y 45 años,Extracomunitaria,Empleados de contabilidad
4030,mar-21,Mujer,Villa De Vallecas,Entre 46 y 55 años,Extracomunitaria,Ayudantes de cocina
4031,mar-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Diseñadores gráficos y multimedia
4033,mar-21,Mujer,Latina,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
4037,mar-21,Hombre,Carabanchel,Menor de 25 años,Extracomunitaria,Preparadores de comidas rápidas
4039,mar-21,Mujer,San Blas,Entre 36 y 45 años,Española,Ayudantes de cocina
4044,mar-21,Mujer,Usera,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
4051,mar-21,Hombre,Hortaleza,Entre 56 y 65 años,Extracomunitaria,Técnicos de la Web
4054,mar-21,Mujer,Arganzuela,Entre 36 y 45 años,Extracomunitaria,Recepcionistas de hoteles
4058,mar-21,Hombre,San Blas,Entre 46 y 55 años,Extracomunitaria,Profesionales de la publicidad y la comercialización
4059,mar-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
4068,mar-21,Mujer,Otro Municipio,Menor de 25 años,Comunitaria,Vendedores en tiendas y almacenes
4070,mar-21,Mujer,Latina,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
4071,mar-21,Mujer,San Blas,Entre 26 y 35 años,Española,"Especialistas en tratamientos de estética, bienestar y afines"
4074,mar-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Bañistas-socorristas
4079,mar-21,Mujer,Chamartín,Menor de 25 años,Española,Vendedores en tiendas y almacenes
4083,mar-21,Mujer,Villa De Vallecas,Entre 26 y 35 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
4086,mar-21,Mujer,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
4087,mar-21,Hombre,Chamberí,Entre 36 y 45 años,Española,Mantenedores de edificios
4088,mar-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
4094,mar-21,Hombre,Villa De Vallecas,Menor de 25 años,Española,Bañistas-socorristas
4095,mar-21,Mujer,Tetuán,Menor de 25 años,Española,Bañistas-socorristas
4102,mar-21,Mujer,Usera,Menor de 25 años,Española,Preparadores de comidas rápidas
4104,mar-21,Mujer,Barajas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
4109,mar-21,Mujer,Barajas,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
4110,mar-21,Hombre,Salamanca,Entre 36 y 45 años,Española,Mantenedores de edificios
4115,mar-21,Mujer,Villaverde,Entre 56 y 65 años,Española,Auxiliares de enfermería hospitalaria
4116,mar-21,Hombre,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
4117,mar-21,Hombre,Barajas,Entre 36 y 45 años,Española,Ayudantes de cocina
4118,mar-21,Hombre,Otro Municipio,Menor de 25 años,Española,Empleados de contabilidad
4124,mar-21,Mujer,Arganzuela,Entre 36 y 45 años,Española,Diseñadores gráficos y multimedia
4130,mar-21,Mujer,Chamberí,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
4132,mar-21,Hombre,Villa De Vallecas,Menor de 25 años,Española,Peluqueros
4133,mar-21,Mujer,San Blas,Menor de 25 años,Extracomunitaria,Empleados de control de personal y nóminas
4143,mar-21,Mujer,Otro Municipio,Menor de 25 años,Española,Auxiliares de enfermería hospitalaria
4146,mar-21,Mujer,Fuencarral-el Pardo,Entre 56 y 65 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
4148,mar-21,Mujer,Otro Municipio,Entre 26 y 35 años,Extracomunitaria,Empleados de contabilidad
4152,mar-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
4155,mar-21,Hombre,Villaverde,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
4157,mar-21,Hombre,Otro Municipio,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
4158,mar-21,Hombre,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
4162,mar-21,Mujer,Villaverde,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
4169,mar-21,Hombre,Usera,Entre 26 y 35 años,Española,Ajustadores y operadores de máquinas-herramienta
4170,mar-21,Mujer,Retiro,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
4171,mar-21,Mujer,Villaverde,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
4175,mar-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
4176,mar-21,Mujer,Carabanchel,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
4179,mar-21,Mujer,Latina,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
4182,mar-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Empleados de contabilidad
4188,mar-21,Hombre,Villa De Vallecas,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
4189,mar-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
4195,mar-21,Hombre,Ciudad Lineal,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
4196,mar-21,Mujer,Arganzuela,Menor de 25 años,Española,Vendedores en tiendas y almacenes
4198,mar-21,Mujer,Carabanchel,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
4203,mar-21,Mujer,Chamartín,Entre 56 y 65 años,Extracomunitaria,Ayudantes de cocina
4206,mar-21,Hombre,Carabanchel,Entre 36 y 45 años,Española,Mecánicos y ajustadores de vehículos de motor
4207,mar-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
4210,mar-21,Mujer,Latina,Entre 26 y 35 años,Española,Auxiliares de enfermería hospitalaria
4213,mar-21,Mujer,Arganzuela,Entre 26 y 35 años,Española,"Especialistas en tratamientos de estética, bienestar y afines"
4218,mar-21,Mujer,Latina,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
4221,mar-21,Mujer,Barajas,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
4222,mar-21,Mujer,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
4225,mar-21,Mujer,Arganzuela,Menor de 25 años,Española,Vendedores en tiendas y almacenes
4231,abr-21,Mujer,Vicálvaro,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
4236,abr-21,Mujer,Moncloa-aravaca,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
4242,mar-21,Mujer,Villaverde,Entre 36 y 45 años,Extracomunitaria,Vendedores en tiendas y almacenes
4250,mar-21,Hombre,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
4254,mar-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Diseñadores gráficos y multimedia
4255,mar-21,Mujer,Chamartín,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
4258,mar-21,Mujer,Latina,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
4259,mar-21,Hombre,Latina,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
4265,mar-21,Hombre,Chamberí,Menor de 25 años,Española,Asistentes de dirección y administrativos
4267,mar-21,Hombre,Puente De Vallecas,Entre 56 y 65 años,Española,Mantenedores de edificios
4277,mar-21,Mujer,Moratalaz,Entre 36 y 45 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
4278,mar-21,Mujer,Carabanchel,Entre 36 y 45 años,Comunitaria,Asistentes de dirección y administrativos
4280,mar-21,Mujer,Chamberí,Menor de 25 años,Española,Asistentes de dirección y administrativos
4282,mar-21,Hombre,Carabanchel,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
4286,mar-21,Hombre,Villa De Vallecas,Entre 56 y 65 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
4287,mar-21,Mujer,Villa De Vallecas,Menor de 25 años,Española,Asistentes de dirección y administrativos
4299,mar-21,Mujer,San Blas,Entre 46 y 55 años,Extracomunitaria,Operadores de telemarketing
4304,mar-21,Mujer,Otro Municipio,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
4307,mar-21,Mujer,Carabanchel,Entre 36 y 45 años,Extracomunitaria,Técnicos de emergencias sanitarias
4308,mar-21,Mujer,Carabanchel,Entre 26 y 35 años,Española,Ayudantes de cocina
4311,mar-21,Mujer,Chamberí,Entre 36 y 45 años,Española,Auxiliares de enfermería hospitalaria
4315,mar-21,Mujer,Usera,Entre 46 y 55 años,Española,Ayudantes de cocina
4316,mar-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Bañistas-socorristas
4317,mar-21,Mujer,Tetuán,Entre 46 y 55 años,Extracomunitaria,Ayudantes de cocina
4318,mar-21,Mujer,Latina,Entre 36 y 45 años,Extracomunitaria,Peluqueros
